timestamp,status,duration_seconds,hand_mouth_distance,hand_object_distance,frame_saved,notes
2026-05-11 19:27:31,HAND_TO_MOUTH,6.98,40.61,176.22,0,
2026-05-11 19:27:32,HAND_TO_MOUTH,8.18,17.83,158.80,0,
2026-05-11 19:27:33,HAND_TO_MOUTH,9.24,11.81,999.00,0,
2026-05-11 19:27:34,HAND_TO_MOUTH,10.42,25.23,999.00,0,
2026-05-11 19:27:36,HAND_TO_MOUTH,11.70,14.73,999.00,0,
2026-05-11 19:27:37,HAND_TO_MOUTH,12.76,23.38,999.00,0,
2026-05-11 19:27:38,HAND_TO_MOUTH,13.77,26.89,999.00,0,
2026-05-11 19:27:39,HAND_TO_MOUTH,15.09,28.59,999.00,0,
2026-05-11 19:27:40,HAND_TO_MOUTH,16.19,24.42,999.00,0,
2026-05-11 19:27:41,HAND_TO_MOUTH,17.51,29.74,999.00,0,
2026-05-11 19:27:43,HAND_TO_MOUTH,18.71,22.80,999.00,0,
2026-05-11 19:27:44,HAND_TO_MOUTH,20.02,29.33,999.00,0,
2026-05-11 19:27:45,HAND_TO_MOUTH,21.03,30.87,999.00,0,
2026-05-11 19:27:46,HAND_TO_MOUTH,22.31,31.83,999.00,0,
2026-05-11 19:27:48,HAND_TO_MOUTH,23.74,36.57,999.00,0,
2026-05-11 19:27:49,HAND_TO_MOUTH,25.11,19.06,999.00,0,
2026-05-11 19:27:50,HAND_TO_MOUTH,26.03,25.19,203.66,0,
2026-05-11 19:27:51,HAND_TO_MOUTH,27.41,25.61,999.00,0,
2026-05-11 19:27:52,HAND_TO_MOUTH,28.31,28.48,999.00,0,
2026-05-11 19:27:53,HAND_TO_MOUTH,29.66,27.46,999.00,0,
2026-05-11 19:27:55,HAND_TO_MOUTH,30.62,29.66,999.00,0,
2026-05-11 19:27:56,HAND_TO_MOUTH,32.06,39.98,999.00,0,
2026-05-11 19:27:57,HAND_TO_MOUTH,33.48,35.60,999.00,0,
2026-05-11 19:27:59,HAND_TO_MOUTH,34.69,38.42,999.00,0,
2026-05-11 19:28:00,HAND_TO_MOUTH,36.19,126.46,999.00,0,
2026-05-11 19:28:04,HAND_TO_MOUTH,0.89,97.50,999.00,0,
2026-05-11 19:28:06,HAND_TO_MOUTH,0.49,80.25,999.00,0,
2026-05-11 19:28:08,HAND_TO_MOUTH,1.84,48.37,999.00,0,
2026-05-11 19:28:09,HAND_TO_MOUTH,3.23,43.97,999.00,0,
2026-05-11 19:28:10,HAND_TO_MOUTH,4.63,39.61,999.00,0,
2026-05-11 19:28:12,HAND_TO_MOUTH,5.38,42.40,999.00,0,
2026-05-11 19:28:13,HAND_TO_MOUTH,6.92,33.89,153.29,0,
2026-05-11 19:28:14,HAND_TO_MOUTH,8.13,25.89,999.00,0,
2026-05-11 19:28:15,HAND_TO_MOUTH,9.19,31.99,999.00,0,
2026-05-11 19:28:16,HAND_TO_MOUTH,10.52,42.36,158.45,0,
2026-05-11 19:28:17,HAND_TO_MOUTH,11.59,30.56,999.00,0,
2026-05-11 19:28:19,HAND_TO_MOUTH,12.72,30.38,999.00,0,
2026-05-11 19:28:20,HAND_TO_MOUTH,13.91,29.35,999.00,0,
2026-05-11 19:28:21,HAND_TO_MOUTH,15.51,25.41,999.00,0,
2026-05-11 23:34:25,OBJECT_TO_MOUTH,0.00,99.35,47.63,0,
2026-05-11 23:48:14,HAND_TO_MOUTH,0.00,82.54,158.38,0,
2026-05-11 23:53:51,HAND_TO_MOUTH,0.00,82.54,158.38,0,
2026-05-11 23:55:43,OBJECT_TO_MOUTH,0.00,82.54,0.00,0,
2026-05-11 23:58:58,HAND_TO_MOUTH,0.00,82.54,0.00,0,
2026-05-12 00:01:20,OBJECT_TO_MOUTH,0.00,82.54,0.00,0,
2026-05-12 00:02:43,HAND_TO_MOUTH,0.00,12.37,999.00,0,
2026-05-12 00:02:44,OBJECT_TO_MOUTH,1.13,5.37,5.37,0,
2026-05-12 00:02:45,OBJECT_TO_MOUTH,2.23,9.62,0.00,0,
2026-05-12 00:02:46,HAND_TO_MOUTH,3.02,18.95,999.00,0,
2026-05-12 00:02:47,HAND_TO_MOUTH,4.44,12.47,999.00,0,
2026-05-12 00:02:49,HAND_TO_MOUTH,5.26,16.48,999.00,0,
2026-05-12 00:02:50,HAND_TO_MOUTH,6.65,34.52,999.00,0,
2026-05-12 00:02:51,HAND_TO_MOUTH,7.45,22.15,999.00,0,
2026-05-12 00:02:52,OBJECT_TO_MOUTH,8.84,32.13,0.00,0,
2026-05-12 00:02:53,HAND_TO_MOUTH,9.63,26.99,999.00,0,
2026-05-12 00:02:54,OBJECT_TO_MOUTH,11.01,8.56,8.56,0,
2026-05-12 00:02:55,HAND_TO_MOUTH,11.80,58.66,999.00,0,
2026-05-12 00:02:56,OBJECT_TO_MOUTH,13.19,52.35,0.00,0,
2026-05-12 00:02:57,HAND_TO_MOUTH,13.98,23.01,999.00,0,
2026-05-12 00:02:58,HAND_TO_MOUTH,15.38,25.65,999.00,0,
2026-05-12 00:03:00,HAND_TO_MOUTH,16.20,22.20,999.00,0,
2026-05-12 00:03:01,OBJECT_TO_MOUTH,17.62,6.71,6.71,0,
2026-05-12 00:03:02,HAND_TO_MOUTH,18.39,12.02,999.00,0,
2026-05-12 00:03:03,OBJECT_TO_MOUTH,19.81,22.28,0.00,0,
2026-05-12 00:03:05,OBJECT_TO_MOUTH,20.60,5.34,0.00,0,
2026-05-12 00:03:07,OBJECT_TO_MOUTH,22.68,9.75,9.75,0,
2026-05-12 00:03:09,OBJECT_TO_MOUTH,24.77,5.54,5.54,0,
2026-05-12 00:03:10,HAND_TO_MOUTH,26.88,26.91,999.00,0,
2026-05-12 00:03:11,HAND_TO_MOUTH,28.33,10.04,999.00,0,
2026-05-12 00:03:12,HAND_TO_MOUTH,29.13,14.27,999.00,0,
2026-05-12 00:03:14,OBJECT_TO_MOUTH,30.54,23.90,0.00,0,
2026-05-12 00:03:15,HAND_TO_MOUTH,31.33,33.77,999.00,0,
2026-05-12 00:03:16,HAND_TO_MOUTH,32.73,29.60,999.00,0,
2026-05-12 00:03:17,OBJECT_TO_MOUTH,0.26,5.86,5.86,0,
2026-05-12 00:03:18,HAND_TO_MOUTH,1.32,23.50,999.00,0,
2026-05-12 00:03:19,HAND_TO_MOUTH,2.36,33.54,999.00,0,
2026-05-12 00:03:20,HAND_TO_MOUTH,3.16,22.81,999.00,0,
2026-05-12 00:03:21,OBJECT_TO_MOUTH,4.56,34.90,0.00,0,
2026-05-12 00:03:22,HAND_TO_MOUTH,5.36,28.57,999.00,0,
2026-05-12 00:03:23,OBJECT_TO_MOUTH,6.75,23.18,0.00,0,
2026-05-12 00:03:24,HAND_TO_MOUTH,7.55,14.69,999.00,0,
2026-05-12 00:03:25,HAND_TO_MOUTH,8.92,25.23,999.00,0,
2026-05-12 00:03:27,HAND_TO_MOUTH,9.72,14.79,999.00,0,
2026-05-12 00:03:28,HAND_TO_MOUTH,11.10,23.67,999.00,0,
2026-05-12 00:03:29,HAND_TO_MOUTH,11.90,28.59,999.00,0,
2026-05-12 00:03:30,HAND_TO_MOUTH,13.26,29.74,999.00,0,
2026-05-12 00:03:31,HAND_TO_MOUTH,14.06,28.06,999.00,0,
2026-05-12 00:03:32,HAND_TO_MOUTH,15.44,31.83,999.00,0,
2026-05-12 00:03:33,HAND_TO_MOUTH,16.23,36.57,999.00,0,
2026-05-12 00:03:34,HAND_TO_MOUTH,17.64,19.05,999.00,0,
2026-05-12 00:03:35,HAND_TO_MOUTH,18.43,25.61,999.00,0,
2026-05-12 00:03:36,HAND_TO_MOUTH,19.81,27.46,999.00,0,
2026-05-12 00:03:37,HAND_TO_MOUTH,20.60,38.09,999.00,0,
2026-05-12 00:03:39,HAND_TO_MOUTH,22.06,38.42,999.00,0,
2026-05-12 00:03:40,HAND_TO_MOUTH,23.31,126.46,999.00,0,
2026-05-12 00:03:42,HAND_TO_MOUTH,0.52,97.50,999.00,0,
2026-05-12 00:03:43,HAND_TO_MOUTH,0.00,90.87,999.00,0,
2026-05-12 00:03:44,HAND_TO_MOUTH,1.07,48.37,999.00,0,
2026-05-12 00:03:45,HAND_TO_MOUTH,2.13,43.98,999.00,0,
2026-05-12 00:03:47,OBJECT_TO_MOUTH,3.26,35.54,0.00,0,
2026-05-12 00:03:49,OBJECT_TO_MOUTH,5.42,27.63,0.00,0,
2026-05-12 00:03:51,HAND_TO_MOUTH,7.68,26.86,999.00,0,
2026-05-12 00:03:52,HAND_TO_MOUTH,9.26,37.12,999.00,0,
2026-05-12 00:03:54,OBJECT_TO_MOUTH,9.81,37.38,0.00,0,
2026-05-12 00:03:55,HAND_TO_MOUTH,12.01,30.38,999.00,0,
2026-05-12 00:03:57,HAND_TO_MOUTH,13.70,32.33,999.00,0,
2026-05-12 00:03:58,HAND_TO_MOUTH,14.72,25.41,999.00,0,
2026-05-12 00:03:59,HAND_TO_MOUTH,16.06,19.76,999.00,0,
2026-05-12 11:40:59,OBJECT_TO_MOUTH,0.00,112.61,0.00,0,
2026-05-12 11:41:53,OBJECT_TO_MOUTH,0.00,99.35,17.09,0,
2026-05-12 11:49:49,OBJECT_TO_MOUTH,0.00,99.35,17.09,0,
2026-05-12 11:56:09,HAND_TO_MOUTH,0.00,12.37,999.00,0,
2026-05-12 11:56:10,OBJECT_TO_MOUTH,1.11,5.37,5.37,0,
2026-05-12 11:56:11,OBJECT_TO_MOUTH,2.17,9.62,0.00,0,
2026-05-12 11:56:13,HAND_TO_MOUTH,3.22,29.59,999.00,0,
2026-05-12 11:56:14,HAND_TO_MOUTH,4.64,31.77,999.00,0,
2026-05-12 11:56:15,HAND_TO_MOUTH,5.44,19.58,999.00,0,
2026-05-12 11:56:16,HAND_TO_MOUTH,6.82,34.51,999.00,0,
2026-05-12 11:56:17,HAND_TO_MOUTH,7.61,22.16,999.00,0,
2026-05-12 11:56:18,OBJECT_TO_MOUTH,9.00,6.25,0.00,0,
2026-05-12 11:56:19,HAND_TO_MOUTH,9.79,51.41,999.00,0,
2026-05-12 11:56:20,HAND_TO_MOUTH,11.19,35.42,999.00,0,
2026-05-12 11:56:22,OBJECT_TO_MOUTH,11.98,71.55,0.00,0,
2026-05-12 11:56:24,OBJECT_TO_MOUTH,14.11,52.22,0.00,0,
2026-05-12 11:56:26,HAND_TO_MOUTH,16.27,19.42,999.00,0,
2026-05-12 11:56:27,HAND_TO_MOUTH,17.68,22.19,999.00,0,
2026-05-12 11:56:28,HAND_TO_MOUTH,18.93,15.36,999.00,0,
2026-05-12 11:56:30,HAND_TO_MOUTH,20.44,11.03,999.00,0,
2026-05-12 11:56:31,HAND_TO_MOUTH,21.83,14.21,999.00,0,
2026-05-12 11:56:33,OBJECT_TO_MOUTH,22.68,22.35,0.00,0,
2026-05-12 11:56:35,OBJECT_TO_MOUTH,24.97,8.12,0.00,0,
2026-05-12 11:56:37,OBJECT_TO_MOUTH,27.31,21.43,0.00,0,
2026-05-12 11:56:40,OBJECT_TO_MOUTH,29.51,4.14,4.14,0,
2026-05-12 11:56:41,HAND_TO_MOUTH,31.54,26.91,999.00,0,
2026-05-12 11:56:42,HAND_TO_MOUTH,32.93,10.04,999.00,0,
2026-05-12 12:01:53,HAND_TO_MOUTH,0.00,76.63,999.00,0,
2026-05-12 12:01:54,HAND_TO_MOUTH,1.03,75.86,999.00,0,
2026-05-12 12:01:55,HAND_TO_MOUTH,2.20,71.06,999.00,0,
2026-05-12 12:01:57,HAND_TO_MOUTH,3.12,222.17,999.00,0,
2026-05-12 12:01:58,HAND_TO_MOUTH,4.44,71.03,999.00,0,
2026-05-12 12:01:59,HAND_TO_MOUTH,5.86,67.98,999.00,0,
2026-05-12 12:02:00,HAND_TO_MOUTH,0.35,183.39,999.00,0,
2026-05-12 12:02:02,HAND_TO_MOUTH,1.55,217.54,999.00,0,
2026-05-12 12:02:03,HAND_TO_MOUTH,2.74,206.02,999.00,0,
2026-05-12 12:02:04,HAND_TO_MOUTH,4.03,199.02,999.00,0,
2026-05-12 12:02:06,HAND_TO_MOUTH,5.26,68.20,999.00,0,
2026-05-12 12:02:07,HAND_TO_MOUTH,6.57,176.30,999.00,0,
2026-05-12 12:02:08,HAND_TO_MOUTH,7.45,197.24,999.00,0,
2026-05-12 12:02:09,HAND_TO_MOUTH,0.00,252.80,999.00,0,
2026-05-12 12:02:10,HAND_TO_MOUTH,0.00,76.28,999.00,0,
2026-05-12 12:02:11,HAND_TO_MOUTH,1.18,75.10,999.00,0,
2026-05-12 12:02:13,HAND_TO_MOUTH,2.36,69.30,999.00,0,
2026-05-12 12:02:14,HAND_TO_MOUTH,3.26,58.87,999.00,0,
2026-05-12 12:02:15,HAND_TO_MOUTH,4.88,71.33,999.00,0,
2026-05-12 12:02:16,HAND_TO_MOUTH,6.11,80.14,999.00,0,
2026-05-12 12:02:18,HAND_TO_MOUTH,7.36,71.66,185.43,0,
2026-05-12 12:02:19,HAND_TO_MOUTH,8.64,19.39,999.00,0,
2026-05-12 12:02:20,HAND_TO_MOUTH,9.88,79.08,999.00,0,
2026-05-13 11:02:29,HAND_TO_MOUTH,0.00,162.54,999.00,0,
2026-05-13 11:04:19,HAND_TO_MOUTH,0.00,263.69,999.00,0,
2026-05-13 11:04:21,HAND_TO_MOUTH,0.00,98.73,999.00,0,
2026-05-13 11:04:24,HAND_TO_MOUTH,0.00,199.87,999.00,0,
2026-05-13 11:04:30,HAND_TO_MOUTH,0.00,146.00,999.00,0,
2026-05-13 11:04:33,HAND_TO_MOUTH,0.61,218.75,999.00,0,
2026-05-13 11:04:34,HAND_TO_MOUTH,1.77,234.28,999.00,0,
2026-05-13 11:04:35,HAND_TO_MOUTH,3.06,224.75,999.00,0,
2026-05-13 11:04:38,HAND_TO_MOUTH,0.00,206.94,999.00,0,
2026-05-13 11:04:39,HAND_TO_MOUTH,1.26,130.46,999.00,0,
2026-05-13 11:04:40,HAND_TO_MOUTH,2.26,114.77,999.00,0,
2026-05-13 11:04:41,HAND_TO_MOUTH,3.21,113.87,999.00,0,
2026-05-13 11:04:42,HAND_TO_MOUTH,4.59,122.54,999.00,0,
2026-05-13 11:04:45,HAND_TO_MOUTH,0.00,123.76,999.00,0,
2026-05-13 11:04:48,HAND_TO_MOUTH,0.00,221.93,999.00,0,
2026-05-13 11:04:49,HAND_TO_MOUTH,0.00,186.44,999.00,0,
2026-05-13 11:04:53,HAND_TO_MOUTH,0.99,188.81,999.00,0,
2026-05-13 11:04:55,HAND_TO_MOUTH,0.00,117.68,999.00,0,
2026-05-13 11:04:56,HAND_TO_MOUTH,0.00,238.83,999.00,0,
2026-05-13 11:05:06,HAND_TO_MOUTH,0.00,270.25,999.00,0,
2026-05-13 11:05:10,HAND_TO_MOUTH,0.00,191.52,999.00,0,
2026-05-13 11:05:11,HAND_TO_MOUTH,1.05,298.05,999.00,0,
2026-05-13 11:05:13,HAND_TO_MOUTH,0.00,311.21,999.00,0,
2026-05-13 11:05:16,HAND_TO_MOUTH,0.00,313.16,999.00,0,
2026-05-13 11:05:17,HAND_TO_MOUTH,0.00,316.15,999.00,0,
2026-05-13 11:05:25,HAND_TO_MOUTH,0.65,225.04,999.00,0,
2026-05-13 11:05:26,HAND_TO_MOUTH,2.07,147.36,999.00,0,
2026-05-13 11:05:28,HAND_TO_MOUTH,3.09,147.08,999.00,0,
2026-05-13 11:05:29,HAND_TO_MOUTH,4.88,262.03,999.00,0,
2026-05-13 11:05:31,HAND_TO_MOUTH,0.00,139.28,999.00,0,
2026-05-13 11:05:32,HAND_TO_MOUTH,0.00,266.71,999.00,0,
2026-05-13 11:05:33,HAND_TO_MOUTH,1.10,296.05,999.00,0,
2026-05-13 11:05:34,HAND_TO_MOUTH,2.26,277.29,999.00,0,
2026-05-13 11:05:36,HAND_TO_MOUTH,0.00,240.53,999.00,0,
2026-05-13 11:05:38,HAND_TO_MOUTH,0.51,114.80,999.00,0,
2026-05-13 11:05:40,HAND_TO_MOUTH,0.56,143.54,999.00,0,
2026-05-13 11:05:43,HAND_TO_MOUTH,0.00,133.10,999.00,0,
2026-05-13 11:05:45,HAND_TO_MOUTH,1.18,208.23,999.00,0,
2026-05-13 11:05:46,HAND_TO_MOUTH,2.22,114.61,999.00,0,
2026-05-13 11:05:47,HAND_TO_MOUTH,3.41,145.94,999.00,0,
2026-05-13 11:05:48,HAND_TO_MOUTH,4.85,273.42,999.00,0,
2026-05-13 11:05:50,HAND_TO_MOUTH,6.44,142.66,999.00,0,
2026-05-13 11:05:51,HAND_TO_MOUTH,7.57,129.10,999.00,0,
2026-05-13 11:05:52,HAND_TO_MOUTH,8.95,275.84,999.00,0,
2026-05-13 11:05:54,HAND_TO_MOUTH,9.93,255.80,999.00,0,
2026-05-13 11:05:55,HAND_TO_MOUTH,11.45,251.10,999.00,0,
2026-05-13 11:06:03,HAND_TO_MOUTH,0.54,129.74,999.00,0,
2026-05-13 11:06:04,HAND_TO_MOUTH,0.46,129.48,999.00,0,
2026-05-13 11:06:06,HAND_TO_MOUTH,1.96,267.32,999.00,0,
2026-05-13 11:06:07,HAND_TO_MOUTH,3.12,274.93,999.00,0,
2026-05-13 11:06:09,HAND_TO_MOUTH,4.79,129.96,999.00,0,
2026-05-13 11:06:10,HAND_TO_MOUTH,6.18,130.43,999.00,0,
2026-05-13 11:06:12,HAND_TO_MOUTH,7.54,134.46,999.00,0,
2026-05-13 11:06:13,HAND_TO_MOUTH,9.29,249.07,999.00,0,
2026-05-13 11:06:26,HAND_TO_MOUTH,0.42,222.43,999.00,0,
2026-05-13 11:06:27,HAND_TO_MOUTH,1.45,211.05,999.00,0,
2026-05-13 11:06:29,HAND_TO_MOUTH,0.67,211.81,999.00,0,
2026-05-13 11:06:30,HAND_TO_MOUTH,1.68,178.83,999.00,0,
2026-05-13 11:06:33,HAND_TO_MOUTH,0.41,234.66,999.00,0,
2026-05-13 11:06:34,HAND_TO_MOUTH,1.64,191.41,999.00,0,
2026-05-13 11:06:35,HAND_TO_MOUTH,2.88,223.82,999.00,0,
2026-05-13 11:06:44,HAND_TO_MOUTH,0.74,267.37,999.00,0,
2026-05-13 11:06:46,HAND_TO_MOUTH,0.00,283.38,999.00,0,
2026-05-13 11:06:47,HAND_TO_MOUTH,1.31,286.52,999.00,0,
2026-05-13 11:06:51,HAND_TO_MOUTH,0.40,272.71,999.00,0,
2026-05-13 11:06:52,HAND_TO_MOUTH,1.56,287.83,999.00,0,
2026-05-13 11:06:53,HAND_TO_MOUTH,2.87,272.15,999.00,0,
2026-05-13 11:06:54,HAND_TO_MOUTH,0.00,282.09,999.00,0,
2026-05-13 11:06:55,HAND_TO_MOUTH,1.36,288.45,999.00,0,
2026-05-13 11:07:00,HAND_TO_MOUTH,0.00,12.37,999.00,0,
2026-05-13 11:07:00,HAND_TO_MOUTH,0.00,159.15,999.00,0,
2026-05-13 11:07:02,HAND_TO_MOUTH,1.16,13.83,999.00,0,
2026-05-13 11:07:03,HAND_TO_MOUTH,2.20,11.34,999.00,0,
2026-05-13 11:07:04,HAND_TO_MOUTH,3.25,38.06,999.00,0,
2026-05-13 11:07:05,HAND_TO_MOUTH,4.75,29.59,999.00,0,
2026-05-13 11:07:06,HAND_TO_MOUTH,5.54,33.53,999.00,0,
2026-05-13 11:07:07,HAND_TO_MOUTH,7.06,31.76,999.00,0,
2026-05-13 11:07:08,HAND_TO_MOUTH,7.76,19.58,999.00,0,
2026-05-13 11:07:09,HAND_TO_MOUTH,9.09,34.52,999.00,0,
2026-05-13 11:07:11,OBJECT_TO_MOUTH,9.78,3.03,3.03,0,
2026-05-13 11:07:13,HAND_TO_MOUTH,11.88,28.24,999.00,0,
2026-05-13 11:07:14,HAND_TO_MOUTH,0.00,244.43,999.00,0,
2026-05-13 11:07:14,OBJECT_TO_MOUTH,13.24,6.25,0.00,0,
2026-05-13 11:07:15,HAND_TO_MOUTH,13.94,26.99,999.00,0,
2026-05-13 11:07:15,HAND_TO_MOUTH,1.54,207.11,999.00,0,
2026-05-13 11:07:16,HAND_TO_MOUTH,15.36,69.01,999.00,0,
2026-05-13 11:07:17,HAND_TO_MOUTH,16.63,35.35,999.00,0,
